id,reviewNumber,overallRating,date,summary,pros,cons,adviceToManagement,employeeType,position,reviewLink,workLife,culture,careerOpps,compBenefits,management
69,empReview_11694974,3, 26 Aug 2016,Not Suitable for 10+,"Good Training Programs, Friendly Environment, Good for Entry Level",Less Pay compare to Competitors.,Appraisal Process is not Fair,Current Employee - Project Lead,I have been working at Tech Mahindra (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11694974.htm,4,5,3,2,3
70,empReview_11532682,4, 11 Aug 2016,business associate,Good company to work .,Salary is a little less compared to market standards,Null,Former Employee - Business Associate,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11532682.htm,Null,Null,Null,Null,Null
71,empReview_10116856,1, 1 Apr 2016,No Hikes and Lay offs,"Nothing : Hardly has any Pros... Complete Policies need to be revised, still the policies are not followed.","Many Cons: management have no ethics, HIRED and FIRED, Never know for what reason you are layoff","No advice needed, Waste of time. Management is aware of all the non ethics culture around and encouraging it.",Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW10116856.htm,1,1,1,1,1
72,empReview_10118032,1, 1 Apr 2016,Company review,"no any pros,after joined,and spend 2 month,want to leave as soon as possible","Poor Learning Curve,No work Life balance,management used to cheat frequently",care about employee certainty,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW10118032.htm,1,2,1,2,1
73,empReview_9697381,4, 25 Feb 2016,Tech Specialist,Good learning if you are in a good project. Onsite opportunity.,Minimum year on year hikes,Retain best talent,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW9697381.htm,Null,Null,Null,Null,Null
74,empReview_9866404,3, 10 Mar 2016,Hello,"Good Work Life Balance, Work from Home opportunity",Management Issues and Lack of People Management,Plan Properly and listen to people.,Current Employee - Senior Project Manager,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW9866404.htm,5,5,4,5,3
75,empReview_9870693,3, 10 Mar 2016,Average,1.Training provided for freshers is good covering a wide range of subjects .Most of companies give specific training but techmahindra has a good training program.2.A lot of extracurricular activities are conducted .,"1.Did not find good software development projects , although Techm has some good testing related projects .2. Do not easily give relocation to associates despite genuine reason .3.Processes in the organization are not very transparent ,.4.Career growth and appraisals not based on merit",Start rewarding employees based on their skills and abilities and not based on their cast/region or rapport you share with them,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW9870693.htm,3,2,2,2,1
76,empReview_9866190,2, 10 Mar 2016,Freshers likely to get more exposure to tools and technologies and limited hands on experience,Entry Level training for freshers is good.Friendly Employees,Lots of internal politics.favouritismNegligible salary hike.,Null,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW9866190.htm,3,1,2,2,1
77,empReview_9694477,4, 24 Feb 2016,Junior XML programmer,"Flexibility of Working Hours,Internal Promotion Prospects and Good employee relations and Fair treatment","No increment of salary,No flexibility of working hours and No internal promotions",Null,Current Employee - Xml Programmer,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW9694477.htm,Null,Null,Null,Null,Null
78,empReview_9829908,3, 7 Mar 2016,Software engineer,Good for fresher to start his Carrier as it give one of best it professional training.,After training random allocation to project and all no negotiations with training performance and past academic score or anything.,"Poor management with less managerial skill, regional parciality is the big problem.",Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW9829908.htm,3,5,3,3,2
79,empReview_9853545,2, 9 Mar 2016,Working at Tech Mahindra,Learning Facilities are amongst the best,"Politics, Less pay, Lack of leadership",Grow up!,Current Employee - Tech Lead,I have been working at Tech Mahindra (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW9853545.htm,1,2,3,1,1
80,empReview_9864170,2, 9 Mar 2016,advisor,Is fun working here.. Love d rnrs,Lots of pressure. Very little freedom on how to do things.,Pls be fair,Former Employee - Customer Finance Advisor,I worked at Tech Mahindra (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW9864170.htm,2,3,2,3,2
81,empReview_17271530,1, 10 Oct 2017,"No proper planning ,plays with life of freshers",I wonder if there are any pros in the management or hr team of tech mahindra,"Plays with life of freshers, mass recruitment in campuses late on boarding, with the name of stupid contests they terminate the freshers before on boarding. With out any prior information. Waste management. Money minded",Please don't play with life's. If there is no requirement eliminate them at campuses itself not after getting placed and before issuing doj,Current Employee - Software,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW17271530.htm,1,1,1,1,1
82,empReview_16902598,2, 19 Sep 2017,Tech Mahindra Ltd Bangalore,Flexible office TimingsTransport FacilitiesLeave Policy,Sacking is done frequentlyAppraisal is not done effectively,Null,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW16902598.htm,4,2,3,2,3
83,empReview_16907368,2, 19 Sep 2017,QA Managar,Good for fresher Jobs to gain experience,"Company has no proper evaluation process. Infact does not have processes to evolve as a IT services company. Top management has no Ideas that work , no Innovation.",Null,Former Employee - Project Manager,I worked at Tech Mahindra full-time (More than 10 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW16907368.htm,2,2,2,2,1
84,empReview_16656424,4, 4 Sep 2017,"Good to work, if we get good project",,,"Please allocate the candidates for project based on their interest, their taste and skill. Atleast give a chance like interview or any test, to show their talent and skill.",Current Employee - Junior Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW16656424.htm,5,4,3,2,4
85,empReview_16658393,4, 4 Sep 2017,Review,Good career development in the Company,Employee satisfaction is not up to the mark,Null,Current Employee - Senior Engineer,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW16658393.htm,4,4,4,3,3
86,empReview_16887548,3, 18 Sep 2017,Think before join Tech Mahindra BPO,Internal Job Posting is giving chance to grow with Tech M,mislead by managementpartialitymanagement do not want to listen problems and difficulties of associates,please listen our voice and give a change to put our points of problem and suggestion,Current Employee - Customer Service Associate,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW16887548.htm,3,3,3,2,1
87,empReview_16888278,3, 18 Sep 2017,Ok,Good work environmentSome good development projects but most of them are support or maintenanceJuniors will get a lot to learn,Not so good salaries and appraisalsNeed to improve their juniors/freshers training criteria and strategies,Null,Former Employee - Software Engineer,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW16888278.htm,3,3,3,3,2
88,empReview_16895082,3, 18 Sep 2017,depends on the role you are offered,1.greater exposure2.interaction with clients on regular basis3.cultural activities,1.pay scale is less and wastes at least 2 months after appraisal cycle by not providing increasing the salary2. management politics has always been part of this company,company needs more transperancy and provide job protection.,Current Employee - Software,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW16895082.htm,4,4,3,3,2
89,empReview_16881282,2, 18 Sep 2017,Techm doesnot provide Emplyoee Satisfaction.,"1. No Pressure at work.2. Onsite Opportunity is good, only if you do buttery to your manager.","1. Salary is very very less to lateral joiners.2. No hikes.3. If you need promotion, then either hike is there or promotion. Both are inversely proportional.",No advice to management because everyone is crying here. Managers and freshers both are having same pay outs.,Current Employee - QA Analyst,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW16881282.htm,2,1,3,3,2
90,empReview_16891879,2, 18 Sep 2017,Tech Mahindra,if you are from telecom domain.. its a good service company,salary is not that satisfactory,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW16891879.htm,2,2,2,1,1
91,empReview_11624554,2, 19 Aug 2016,Tech Mahindra review,The work life balance is better when compared to other companies.Some business units have good onsite opportunities.,The mid level management is very incompetent with their archaic philosophies.There is no growth whatsoever and the salary provided is pathetic.,Change your thinking if you want to thrive in today's competitive market.Stop stereotyping in everything.,Current Employee - Engineer,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11624554.htm,3,2,2,1,2
